ID_SNIES;Sexo;Estado Civil;Etnia;Discapacidad;Departamento Nacimiento;Programa;Facultad;Tipo Plan;Nombre Plan;PROMEDIO_1er_SEMESTRE;PROMEDIO_2do_SEMESTRE;Desertor;Semestre Ingreso;Edad Ingreso;Cantidad de materias vistas;Cantidad de cursos libres reprobados;Cantidad de cursos libres aprobados;Promedio de las materias;Cantidad de materias perdidas;Cantidad de creditos inscritos;Semestre Ubicación;Desertor Predicción;Probabilidad de deserción
3260-1116;Masculino;Soltero(a);No pertenece;Ninguna;Risaralda;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,08;4,14;No;1;18;66;0,0;4,0;3,944354838709677;1,0;134,0;6,0;No;0,0
2064-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,24;4,41;No;1;18;70;0,0;9,0;4,449836065573771;0,0;131,0;9,0;No;0,0
908-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,77;4,06;No;1;19;62;0,0;4,0;3,6294827586206897;5,0;122,0;7,0;No;0,0
1584-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,2;4,46;No;1;17;68;1,0;7,0;4,017068965517241;0,0;129,0;8,0;No;0,0
1495-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,17;4,34;No;1;18;56;0,0;3,0;4,230188679245283;0,0;112,0;7,0;No;0,0
750-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,87;4,14;No;1;17;63;0,0;5,0;3,9;1,0;121,0;8,0;No;0,0
691-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,88;3,77;No;1;17;52;0,0;1,0;3,5578431372549018;5,0;107,0;6,0;No;0,0
3644-1116;Masculino;Soltero(a);No informa;Ninguna;Meta;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,78;3,28;Si;1;17;7;0,0;1,0;3,7516666666666665;0,0;15,0;1,0;Si;1,0
623-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,21;4,52;No;1;17;68;0,0;7,0;4,429344262295082;0,0;131,0;9,0;No;0,0
12347-1116;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,96;4,17;No;1;16;69;0,0;8,0;4,139016393442623;0,0;131,0;9,0;No;0,0
2206-1116;Masculino;Soltero(a);No pertenece;Discapacidad Sensorial - Baja Visión;Meta;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,04;4,33;No;1;17;69;1,0;7,0;4,288688524590164;0,0;131,0;9,0;No;0,0
470-1116;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,25;4,49;No;1;17;68;1,0;6,0;4,2668333333333335;0,0;131,0;9,0;No;0,0
1577-1116;Masculino;Soltero(a);No pertenece;Discapacidad Sensorial - Baja Visión;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,86;4,07;No;1;16;69;0,0;8,0;4,043770491803279;0,0;131,0;9,0;No;0,0
2850-1116;Masculino;Soltero(a);No pertenece;Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,15;4,47;No;1;17;69;0,0;8,0;4,247213114754098;0,0;131,0;9,0;No;0,0
2020-1116;Masculino;Soltero(a);No pertenece;Ninguna;Antioquia;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,04;4,05;No;1;14;56;0,0;4,0;3,8634615384615385;2,0;110,0;7,0;No;0,0
1579-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,93;4,15;No;1;18;68;0,0;7,0;4,063278688524591;0,0;131,0;9,0;No;0,0
1317-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,9;3,97;Si;1;18;35;4,0;1,0;3,375;6,0;68,0;5,0;Si;1,0
491-1116;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,14;4,37;No;1;17;68;0,0;7,0;4,197213114754098;0,0;131,0;9,0;No;0,0
3057-1117;Masculino;Soltero(a);No pertenece;Ninguna;Cundinamarca;contaduría pública;contaduría pública;2;contaduria publica;3,77;3,45;No;2;17;57;0,0;0,0;3,889649122807018;1,0;142,0;9,0;No;0,0
3598-1117;Masculino;Soltero(a);Pueblo indígena;Ninguna;Putumayo;contaduría pública;contaduría pública;2;contaduria publica;4,12;3,43;No;2;16;49;0,0;0,0;3,2975;12,0;111,0;3,0;Si;1,0
1982-1117;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;3,95;2,72;Si;2;16;12;0,0;0,0;2,5941666666666667;6,0;30,0;2,0;Si;1,0
554-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;3,61;2,83;No;1;16;56;0,0;2,0;3,555;7,0;133,0;6,0;No;0,0
2843-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bolívar;contaduría pública;contaduría pública;2;contaduria publica;4,14;3,9;No;2;18;43;0,0;6,0;4,168648648648649;0,0;89,0;6,0;No;0,0
1880-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;3,96;4,0;No;1;16;56;0,0;0,0;3,9678571428571434;0,0;140,0;9,0;No;0,0
458-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;4,16;3,96;No;1;17;56;0,0;3,0;4,184038461538462;0,0;130,0;8,0;No;0,0
751-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;3,54;2,87;No;1;17;40;0,0;13,0;3,234814814814815;5,0;64,0;2,0;No;0,0
2238-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;4,11;4,28;No;1;18;51;0,0;2,0;3,88734693877551;3,0;117,0;6,0;No;0,0
1950-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;4,06;3,95;No;1;18;57;0,0;0,0;3,988947368421053;0,0;141,0;8,0;No;0,0
1892-1117;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;4,03;4,25;No;1;18;59;0,0;2,0;3,821754385964912;3,0;141,0;8,0;No;0,0
2338-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;4,09;3,98;No;1;16;58;0,0;1,0;4,118947368421052;0,0;141,0;8,0;No;0,0
994-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;3,56;3,4;Si;1;18;21;0,0;0,0;3,305238095238095;4,0;54,0;2,0;Si;1,0
543-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;4,35;4,46;No;1;17;58;0,0;3,0;4,347272727272727;0,0;135,0;8,0;No;0,0
2571-1117;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;4,38;4,37;No;1;16;59;0,0;3,0;4,203035714285714;0,0;138,0;8,0;No;0,0
1653-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;3,18;3,21;Si;1;16;14;0,0;0,0;3,182142857142857;3,0;37,0;2,0;Si;1,0
2726-1117;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;3,71;3,76;No;1;17;57;0,0;1,0;3,797636363636364;0,0;138,0;8,0;No;0,0
937-1117;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;contaduria publica;3,84;3,83;Si;1;17;17;0,0;3,0;3,873571428571428;0,0;36,0;3,0;Si;1,0
12433-10839;Masculino;Soltero(a);No informa;Ninguna;Nariño;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;gobierno y relaciones internacionales;3,73;4,01;Si;1;19;27;0,0;4,0;3,5939130434782607;3,0;46,0;4,0;Si;1,0
5891-12044;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;antropologia;3,81;4,26;No;1;23;51;0,0;0,0;3,79;3,0;137,0;7,0;No;0,0
2156-12044;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;antropologia;4,62;4,31;No;1;18;52;0,0;0,0;4,15;0,0;138,0;8,0;No;0,0
457-12044;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;antropologia;4,24;4,01;No;1;17;46;0,0;0,0;4,14953488372093;0,0;121,0;7,0;No;0,0
898-12044;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;antropologia;4,52;4,51;No;1;18;52;0,0;0,0;4,254;0,0;138,0;8,0;No;0,0
6080-12044;Masculino;Soltero(a);Comunidad negra;Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;antropologia;4,31;4,29;No;1;17;52;0,0;0,0;4,213541666666667;0,0;138,0;8,0;No;0,0
12400-12046;Masculino;Soltero(a);No pertenece;Ninguna;Guaviare;psicología;ciencias sociales y humanas;2;psicologia;4,26;4,1;No;1;18;56;0,0;0,0;4,045535714285714;1,0;144,0;8,0;No;0,0
1037-12046;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;psicologia;4,14;4,59;No;1;18;51;0,0;0,0;3,850196078431373;7,0;131,0;6,0;No;0,0
799-12046;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;psicologia;4,57;4,26;No;1;18;56;0,0;0,0;4,218392857142857;1,0;144,0;8,0;No;0,0
10565-12046;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;psicologia;4,4;4,13;No;1;16;55;0,0;0,0;4,149272727272727;0,0;140,0;8,0;No;0,0
2967-12046;Masculino;Soltero(a);No pertenece;Ninguna;Caldas;psicología;ciencias sociales y humanas;2;psicologia;4,38;3,73;No;1;17;48;0,0;0,0;3,497291666666667;10,0;124,0;5,0;No;0,0
856-12046;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;psicologia;4,48;4,21;No;1;18;56;0,0;0,0;4,2610909090909095;0,0;144,0;8,0;No;0,0
2425-12046;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;psicologia;4,1;4,18;No;1;17;56;0,0;0,0;4,225178571428571;0,0;144,0;8,0;No;0,0
2491-12046;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;psicologia;4,46;4,5;No;1;18;56;0,0;0,0;4,369272727272727;0,0;144,0;8,0;No;0,0
1474-12046;Masculino;Soltero(a);No pertenece;Ninguna;Cundinamarca;psicología;ciencias sociales y humanas;2;psicologia;4,05;3,82;No;1;18;56;0,0;0,0;3,89375;0,0;144,0;8,0;No;0,0
3889-12046;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;psicologia;4,27;4,17;No;1;17;55;0,0;0,0;4,16;0,0;140,0;8,0;No;0,0
2690-12047;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;filosofía;ciencias sociales y humanas;2;filosofia;3,94;3,25;No;1;18;27;0,0;0,0;3,378888888888889;5,0;73,0;3,0;No;0,0
2318-12047;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;filosofía;ciencias sociales y humanas;2;filosofia;4,06;3,67;No;1;18;32;0,0;0,0;3,7453125;3,0;84,0;5,0;No;0,0
2443-12048;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;historia;ciencias sociales y humanas;2;historia;4,5;4,69;No;1;19;73;0,0;0,0;4,467586206896552;0,0;203,0;8,0;No;0,0
1239-12048;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;historia;ciencias sociales y humanas;2;historia;3,76;3,59;No;1;18;72;0,0;0,0;3,627222222222223;9,0;194,0;7,0;No;0,0
1730-12048;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;historia;ciencias sociales y humanas;2;historia;4,02;4,12;Si;1;18;19;0,0;0,0;3,628947368421053;3,0;49,0;3,0;Si;1,0
3144-12048;Masculino;Soltero(a);No pertenece;Ninguna;Huila;historia;ciencias sociales y humanas;2;historia;3,68;3,05;Si;1;16;19;0,0;0,0;3,0955555555555554;6,0;52,0;2,0;Si;1,0
1517-12048;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;historia;ciencias sociales y humanas;2;historia;4,0;4,17;No;1;17;75;0,0;0,0;4,082638888888889;2,0;209,0;8,0;No;0,0
1420-12048;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;historia;ciencias sociales y humanas;2;historia;4,15;4,1;No;1;18;69;0,0;0,0;3,5144927536231885;14,0;199,0;7,0;No;0,0
1273-12048;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;historia;ciencias sociales y humanas;2;historia;4,58;4,3;No;1;17;73;0,0;0,0;4,282714285714286;0,0;203,0;8,0;No;0,0
10592-19380;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;geografía;ciencias sociales y humanas;2;geografia;4,09;3,61;No;1;21;44;0,0;0,0;3,717727272727273;4,0;111,0;5,0;No;0,0
12436-19380;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;geografía;ciencias sociales y humanas;2;geografia;3,19;3,97;No;2;18;42;0,0;0,0;3,054761904761905;12,0;105,0;4,0;No;0,0
1626-52602;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;arqueologia;3,77;3,52;No;1;18;42;0,0;0,0;3,934390243902439;1,0;89,0;4,0;No;0,0
433-52602;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;arqueologia;4,35;4,19;No;1;17;51;0,0;0,0;4,285306122448979;0,0;123,0;8,0;No;0,0
10140-105143;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;conservación y restauración del patrimonio cultural mueble;estudios del patrimonio cultural;2;conservacion y restauracion de patrim cm;4,54;4,82;No;1;23;69;0,0;0,0;4,619285714285715;0,0;163,0;6,0;No;0,0
7745-1110;Masculino;Soltero(a);No pertenece;Ninguna;Atlántico;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,23;4,44;No;2;22;61;0,0;6,0;4,316153846153847;0,0;156,0;6,0;No;0,0
3500-1110;Masculino;Soltero(a);No pertenece;Ninguna;Valle del Cauca;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;3,96;3,65;Si;2;20;21;0,0;3,0;3,478333333333333;3,0;45,0;3,0;Si;1,0
1596-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,16;4,22;No;2;19;62;0,0;6,0;4,106851851851852;0,0;137,0;6,0;No;0,0
809-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,24;4,32;No;2;18;54;0,0;6,0;4,106739130434782;1,0;119,0;7,0;No;0,0
2419-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;3,66;3,13;No;2;19;54;0,0;6,0;3,8329166666666654;1,0;119,0;7,0;No;0,0
425-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,15;4,09;No;2;18;55;0,0;6,0;4,002448979591837;2,0;122,0;7,0;No;0,0
3905-1110;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;2,63;4,21;No;2;17;40;2,0;4,0;3,1366666666666667;8,0;85,0;4,0;No;0,0
12420-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,34;4,34;No;2;18;54;0,0;6,0;4,24936170212766;0,0;119,0;7,0;No;0,0
1321-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;3,74;4,07;No;2;19;54;0,0;6,0;3,873617021276596;3,0;119,0;7,0;No;0,0
2532-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;3,95;4,23;No;2;18;55;0,0;6,0;4,0668750000000005;0,0;121,0;5,0;No;0,0
2711-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,19;4,57;No;2;19;54;0,0;6,0;4,240909090909091;0,0;119,0;6,0;No;0,0
814-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,2;4,38;No;2;17;54;0,0;6,0;4,260652173913043;0,0;119,0;7,0;No;0,0
1914-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,24;4,44;No;2;17;54;0,0;6,0;4,30195652173913;0,0;119,0;7,0;No;0,0
3248-1110;Masculino;Soltero(a);No informa;Ninguna;Nariño;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,47;4,2;No;2;17;42;0,0;0,0;4,260526315789474;0,0;96,0;6,0;No;0,0
2761-1110;Masculino;Soltero(a);No pertenece;Discapacidad Sensorial - Hipoacusia;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,4;4,39;No;2;18;54;0,0;6,0;4,384;0,0;119,0;7,0;No;0,0
791-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;3,95;4,07;No;2;17;47;0,0;6,0;3,920487804878049;1,0;101,0;6,0;No;0,0
2336-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,34;4,38;No;2;17;46;1,0;5,0;4,042;1,0;98,0;6,0;No;0,0
2143-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,06;3,99;No;2;17;54;0,0;6,0;4,087083333333333;1,0;118,0;7,0;No;0,0
1772-1110;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;comunicacion social y periodismo;4,11;4,22;No;2;25;54;0,0;6,0;4,110652173913044;2,0;119,0;7,0;No;0,0
2736-1111;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;trabajo social;ciencias sociales y humanas;2;trabajo social;4,02;3,11;Si;2;18;13;0,0;0,0;3,8461538461538463;1,0;33,0;3,0;Si;1,0
1458-1111;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;trabajo social;ciencias sociales y humanas;2;trabajo social;4,16;4,31;No;2;18;43;0,0;0,0;4,203023255813953;0,0;116,0;7,0;No;0,0
2827-1113;Masculino;Soltero(a);No pertenece;Ninguna;Atlántico;economía;economía;2;economia;4,31;4,75;Si;2;17;23;0,0;1,0;4,445;0,0;64,0;4,0;No;0,0
989-1113;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;economía;economía;2;economia;4,46;4,44;No;2;17;40;0,0;4,0;4,107777777777778;0,0;108,0;6,0;No;0,0
1310-1113;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;economía;economía;2;economia;4,29;3,6;No;2;17;43;0,0;2,0;3,733414634146341;2,0;126,0;7,0;No;0,0
1695-1113;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;economía;economía;2;economia;3,3;4,07;No;2;17;39;0,0;5,0;3,3338235294117644;9,0;101,0;4,0;No;0,0
2337-1113;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;economía;economía;2;economia;3,91;3,24;No;2;17;41;0,0;5,0;3,6544444444444446;3,0;105,0;5,0;No;0,0
707-1113;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;economía;economía;2;economia;4,05;4,05;No;2;17;44;0,0;2,0;3,8619047619047615;1,0;129,0;7,0;No;0,0
2595-1113;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;economía;economía;2;economia;3,8;3,34;No;2;17;39;0,0;0,0;3,342307692307692;8,0;118,0;5,0;Si;1,0
7907-1113;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;economía;economía;2;economia;4,73;4,69;No;2;16;46;0,0;2,0;4,431627906976744;0,0;131,0;8,0;No;0,0
3317-1113;Masculino;Soltero(a);No pertenece;Ninguna;Santander;economía;economía;2;economia;4,51;4,24;Si;2;18;22;0,0;4,0;4,167647058823529;1,0;53,0;4,0;Si;1,0
1438-1113;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;economía;economía;2;economia;4,33;4,43;No;2;18;42;0,0;1,0;4,255;0,0;125,0;7,0;No;0,0
1937-1113;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;economía;economía;2;economia;3,98;3,66;No;2;17;35;0,0;1,0;3,4847058823529413;7,0;102,0;5,0;No;0,0
762-1113;Masculino;Soltero(a);No pertenece;Ninguna;Valle del Cauca;economía;economía;2;economia;4,29;4,15;No;2;17;47;0,0;6,0;3,5995121951219518;4,0;123,0;6,0;No;0,0
9243-1114;Masculino;Soltero(a);Pueblo indígena;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;3,56;2,86;No;2;25;46;0,0;1,0;3,128888888888889;13,0;95,0;3,0;Si;1,0
5780-1114;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,11;3,86;Si;2;21;8;0,0;1,0;4,111428571428571;0,0;15,0;3,0;Si;1,0
1326-1114;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;3,68;3,4;Si;2;18;10;0,0;3,0;3,682857142857143;0,0;15,0;3,0;Si;1,0
1521-1114;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,52;4,22;Si;1;17;29;0,0;6,0;4,381739130434783;0,0;49,0;4,0;Si;1,0
2383-1114;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,34;4,1;Si;2;17;11;0,0;4,0;4,338571428571429;0,0;15,0;3,0;Si;1,0
1018-1114;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,21;4,03;No;2;17;59;0,0;3,0;4,1475;1,0;123,0;6,0;No;0,0
3390-1114;Masculino;Soltero(a);No pertenece;Ninguna;Santander;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,16;2,94;Si;2;18;27;0,0;4,0;3,57;3,0;50,0;3,0;Si;1,0
3355-1114;Masculino;Soltero(a);No informa;Ninguna;Santander;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,39;4,08;No;2;17;60;0,0;14,0;4,21304347826087;0,0;101,0;5,0;No;0,0
2007-1114;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,35;4,09;Si;2;17;10;0,0;3,0;4,354285714285714;0,0;15,0;3,0;Si;1,0
2183-1114;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,39;4,34;No;2;17;57;0,0;2,0;4,348703703703704;0,0;121,0;6,0;No;0,0
1608-1114;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,46;4,41;Si;2;17;13;0,0;5,0;4,46375;0,0;18,0;3,0;Si;1,0
2989-1114;Masculino;Soltero(a);No pertenece;Ninguna;Cauca;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;3,65;4,22;Si;2;17;14;0,0;7,0;3,651428571428572;0,0;15,0;2,0;Si;1,0
2407-1114;Masculino;Soltero(a);No informa;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,32;3,91;Si;2;18;14;0,0;6,0;4,32375;0,0;18,0;3,0;Si;1,0
4196-1114;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;finanzas y relaciones internacionales;4,36;4,14;No;2;17;55;0,0;8,0;4,3373333333333335;0,0;104,0;5,0;No;0,0
2720-1116;Masculino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,06;3,96;No;2;18;61;0,0;5,0;3,7425;2,0;117,0;7,0;No;0,0
