Sexo;Estado Civil;Discapacidad;Departamento Nacimiento;Programa;Facultad;Tipo Plan;PROMEDIO_1er_SEMESTRE;PROMEDIO_2do_SEMESTRE;Desertor;Cantidad de materias vistas;Promedio de las materias;Cantidad de materias perdidas;Cantidad de creditos inscritos;Semestre Ubicación
Masculino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.68;3.54;No;61;3.963090909090909;0.0;156.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.93;3.71;No;61;4.235384615384616;0.0;156.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.24;3.24;Si;57;3.4746;8.0;126.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;4.04;3.63;No;65;3.9767241379310345;4.0;167.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;trabajo social;ciencias sociales y humanas;2;3.71;3.61;No;54;3.5924074074074075;7.0;155.0;8.0
Masculino;Soltero(a);Ninguna;Valle del Cauca;trabajo social;ciencias sociales y humanas;2;3.83;3.85;No;55;4.064629629629629;1.0;152.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;trabajo social;ciencias sociales y humanas;2;3.75;3.95;No;57;3.901607142857143;1.0;162.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.81;3.24;Si;17;3.5953846153846154;1.0;38.0;3.0
Masculino;Soltero(a);Ninguna;Huila;economía;economía;2;4.27;3.87;No;46;3.939555555555556;0.0;162.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.21;2.73;Si;17;3.016;6.0;45.0;2.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.04;3.93;No;51;3.63875;5.0;170.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.06;4.14;No;54;4.279999999999999;0.0;126.0;7.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.72;3.24;No;51;3.7329787234042553;2.0;168.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.89;3.73;Si;44;2.963414634146341;16.0;127.0;5.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.13;3.73;No;47;4.134666666666667;0.0;162.0;9.0
Masculino;Soltero(a);Ninguna;Arauca;economía;economía;2;3.74;3.6;No;47;3.610212765957447;4.0;163.0;8.0
Masculino;Soltero(a);Ninguna;Norte de Santander;economía;economía;2;4.07;3.43;No;49;4.018222222222222;1.0;166.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.68;3.86;No;50;3.769148936170213;2.0;151.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.7;2.96;No;49;3.5714583333333336;5.0;145.0;8.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.25;3.64;No;54;3.861176470588235;3.0;160.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.89;3.84;No;60;4.202142857142857;0.0;179.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.64;3.33;No;47;3.742272727272727;1.0;151.0;8.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.83;3.14;No;52;3.7659183673469383;3.0;156.0;9.0
Masculino;Soltero(a);Ninguna;Santander;economía;economía;2;3.52;2.9;No;50;3.7681632653061214;4.0;157.0;8.0
Masculino;Soltero(a);Ninguna;Meta;economía;economía;2;3.4;3.22;No;47;3.604565217391305;5.0;141.0;7.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.3;3.11;Si;13;3.2841666666666662;2.0;36.0;2.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.63;4.64;No;53;4.601052631578948;0.0;126.0;7.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.89;3.94;No;50;4.206;0.0;126.0;7.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.76;3.24;No;49;3.755625;2.0;169.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.88;3.57;No;47;3.840222222222222;2.0;138.0;8.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.32;2.98;No;51;3.799375;3.0;171.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.81;3.76;No;53;4.0774;0.0;162.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.39;3.64;No;51;3.575416666666667;3.0;167.0;9.0
Masculino;Soltero(a);Ninguna;Magdalena;economía;economía;2;3.86;4.23;No;49;4.212826086956522;0.0;162.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.78;3.85;No;48;4.072045454545454;0.0;162.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.01;3.67;No;51;4.038085106382979;2.0;164.0;8.0
Masculino;Soltero(a);Ninguna;Tolima;economía;economía;2;3.42;3.36;No;51;3.804893617021277;1.0;167.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.79;4.16;No;58;4.318510638297872;0.0;163.0;7.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.8;3.91;Si;14;3.8108333333333335;0.0;36.0;3.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.41;3.27;No;50;4.037446808510638;1.0;166.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.72;3.7;No;51;3.9802083333333336;2.0;168.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.79;3.58;No;47;3.9526086956521738;0.0;162.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;4.07;3.57;No;52;3.8025;2.0;168.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.78;3.68;No;49;4.087659574468085;0.0;166.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;economía;economía;2;3.66;3.52;No;58;3.840769230769231;2.0;178.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.83;3.69;No;50;3.6476086956521736;4.0;106.0;5.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.21;4.41;No;73;4.20741935483871;0.0;147.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.24;3.1;Si;18;3.176875;4.0;37.0;2.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.99;4.12;No;74;4.059705882352941;1.0;156.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.21;4.56;No;72;4.1778125;1.0;149.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.2;4.72;No;69;4.2731818181818175;0.0;151.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.8;3.62;No;75;3.770869565217392;3.0;156.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.59;3.82;No;70;3.270454545454545;14.0;148.0;5.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.77;4.43;No;72;3.874375;3.0;147.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.72;3.44;No;67;3.438125;11.0;143.0;5.0
Masculino;Soltero(a);Ninguna;Atlántico;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.95;3.56;No;71;3.780441176470588;3.0;155.0;5.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.3;4.54;No;71;4.307230769230769;1.0;148.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.24;3.36;No;65;3.847213114754098;4.0;135.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.24;4.86;No;73;4.475925925925925;0.0;126.0;6.0
Masculino;Soltero(a);Ninguna;Sucre;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.7;4.79;No;74;4.60280701754386;0.0;135.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.41;4.8;No;76;4.45560606060606;0.0;150.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.54;4.86;No;72;4.569803921568628;0.0;125.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.21;4.54;No;71;4.2766153846153845;1.0;151.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.41;4.74;No;73;4.476034482758621;0.0;135.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.7;4.87;No;75;4.687142857142857;0.0;125.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.01;3.71;Si;20;3.881875;0.0;36.0;3.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.89;4.77;No;69;4.182727272727273;0.0;148.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.62;3.95;No;72;3.707571428571428;8.0;155.0;5.0
Masculino;Soltero(a);Ninguna;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.91;4.49;No;70;3.95439393939394;1.0;151.0;6.0
Masculino;Soltero(a);Ninguna;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.98;4.54;No;72;4.179117647058824;0.0;153.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.06;3.47;Si;18;3.69125;2.0;36.0;3.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.05;4.68;No;72;4.213846153846154;0.0;151.0;6.0
Masculino;Soltero(a);Ninguna;Boyacá;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.31;4.72;No;69;4.467692307692308;0.0;151.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.05;4.17;No;73;4.172424242424242;0.0;148.0;6.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.06;3.46;Si;27;3.829583333333333;2.0;57.0;4.0
Masculino;Soltero(a);Discapacidad Sensorial - Baja Visión;Norte de Santander;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.8;3.74;No;73;3.664492753623189;5.0;157.0;5.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;finanzas y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;4.14;4.23;No;68;4.2175;0.0;145.0;6.0
Masculino;Soltero(a);Ninguna;Meta;administración de empresas ;administración de empresas;2;3.63;3.44;Si;22;2.6804761904761905;10.0;47.0;2.0
Masculino;Soltero(a);Ninguna;Antioquia;administración de empresas ;administración de empresas;2;3.71;3.42;Si;8;3.33625;3.0;18.0;3.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.3;4.04;No;49;4.170434782608695;0.0;121.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.25;4.14;No;48;4.1306666666666665;0.0;122.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.95;3.0;No;57;3.683584905660377;4.0;111.0;7.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.64;3.64;No;53;3.5945098039215684;5.0;132.0;9.0
Masculino;Soltero(a);Ninguna;Boyacá;administración de empresas ;administración de empresas;2;4.1;3.94;No;55;4.044905660377358;1.0;141.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.91;3.4;No;48;4.086590909090909;1.0;124.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.92;3.76;No;49;4.037608695652174;3.0;125.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.87;3.7;No;53;3.9549019607843134;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.1;3.82;No;55;4.216078431372549;0.0;137.0;9.0
Masculino;Soltero(a);Ninguna;Meta;administración de empresas ;administración de empresas;2;4.13;3.74;No;57;3.8142592592592592;1.0;140.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.99;3.73;No;53;4.104313725490196;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.96;3.76;Si;48;4.073777777777778;0.0;122.0;9.0
Masculino;Soltero(a);Ninguna;Cundinamarca;administración de empresas ;administración de empresas;2;3.47;3.26;No;54;3.676938775510204;7.0;129.0;8.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.64;3.95;No;53;4.028039215686275;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.96;3.48;No;54;3.8949019607843134;0.0;131.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.97;3.81;No;54;4.061346153846154;1.0;135.0;9.0
Masculino;Soltero(a);Ninguna;La Guajira;administración de empresas ;administración de empresas;2;3.88;3.68;Si;48;4.049090909090909;0.0;120.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.35;4.15;No;53;4.337872340425532;0.0;101.0;7.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.68;3.83;No;48;4.054222222222222;0.0;122.0;7.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.67;3.37;No;51;3.760208333333333;3.0;127.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.66;4.32;No;53;4.466458333333333;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.75;3.46;No;55;3.854705882352941;3.0;135.0;8.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.23;2.99;Si;14;3.155384615384615;2.0;29.0;2.0
Masculino;Soltero(a);Ninguna;Tolima;administración de empresas ;administración de empresas;2;3.83;3.79;No;53;3.887254901960784;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.02;3.91;No;48;4.0264444444444445;0.0;122.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.82;3.86;Si;48;4.184090909090909;0.0;122.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.9;3.72;Si;48;4.155777777777778;1.0;122.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.85;3.47;No;50;3.679148936170213;2.0;123.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.12;3.81;No;47;4.055454545454546;1.0;119.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.92;4.07;Si;47;4.233409090909091;0.0;119.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.26;4.02;No;54;4.3248;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.46;3.23;No;48;3.6368888888888886;2.0;120.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.7;3.51;No;56;3.93622641509434;3.0;139.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.21;2.83;Si;15;2.9126666666666665;6.0;34.0;2.0
Masculino;Soltero(a);Ninguna;Cesar;administración de empresas ;administración de empresas;2;3.49;3.17;Si;14;3.2657142857142856;4.0;31.0;2.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.88;3.82;No;48;4.234418604651163;0.0;104.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.95;3.71;No;48;4.125555555555556;0.0;122.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.38;4.27;No;53;4.409019607843137;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.28;4.39;No;47;4.151860465116279;0.0;120.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.57;3.35;Si;8;3.37375;0.0;18.0;3.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.64;3.02;Si;34;3.517878787878788;6.0;74.0;4.0
Masculino;Soltero(a);Ninguna;Caldas;administración de empresas ;administración de empresas;2;3.69;3.12;No;57;3.657818181818182;5.0;142.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.56;3.46;Si;40;3.4553846153846157;6.0;84.0;5.0
Masculino;Soltero(a);Ninguna;Archipiélago de San Andrés, Providencia y Santa Catalina;administración de empresas ;administración de empresas;2;3.74;3.44;No;53;3.9854901960784312;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.9;3.82;No;53;3.92686274509804;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.47;2.74;No;58;3.667636363636364;5.0;145.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.88;2.99;No;57;3.858909090909091;3.0;144.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.76;3.99;No;54;4.0175;1.0;136.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.58;3.32;No;60;3.643620689655173;5.0;149.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.69;4.02;No;52;3.9088;0.0;130.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.18;2.68;Si;16;2.950625;7.0;36.0;1.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.45;3.69;No;54;3.789038461538461;2.0;136.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.34;4.05;No;53;4.317843137254902;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.87;3.09;No;59;3.755454545454546;5.0;147.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.12;3.71;No;55;4.0228301886792455;1.0;139.0;9.0
Masculino;Soltero(a);Ninguna;Boyacá;administración de empresas ;administración de empresas;2;3.97;3.59;No;55;3.9;1.0;137.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.35;3.37;No;60;3.65280701754386;6.0;151.0;9.0
Masculino;Soltero(a);Ninguna;Santander;administración de empresas ;administración de empresas;2;4.22;3.63;Si;24;3.904782608695652;0.0;52.0;4.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.19;3.6;No;54;4.091153846153846;1.0;135.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.11;4.15;No;53;4.17;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Cundinamarca;administración de empresas ;administración de empresas;2;4.14;4.15;No;53;4.291458333333334;0.0;101.0;8.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.7;3.37;No;55;3.7786538461538464;2.0;137.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.07;3.89;No;55;3.859433962264151;2.0;150.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;3.46;3.56;No;55;3.7860377358490567;2.0;138.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.09;4.03;No;53;4.346;0.0;133.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;4.14;4.15;Si;42;4.2097435897435895;0.0;80.0;8.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.13;4.11;No;68;4.059516129032258;0.0;131.0;8.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.7;3.55;No;63;3.2382758620689653;13.0;117.0;7.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.99;3.74;Si;26;3.71125;1.0;53.0;4.0
Masculino;Soltero(a);Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.62;3.96;No;79;4.033333333333333;0.0;147.0;10.0
Masculino;Soltero(a);Ninguna;Chocó;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.37;3.4;Si;15;3.395714285714285;3.0;32.0;3.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.99;4.36;No;78;4.459565217391304;0.0;147.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.54;4.0;No;82;3.963380281690141;1.0;149.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.75;3.72;No;79;3.9;0.0;147.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.07;4.06;No;79;4.36231884057971;0.0;147.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.87;3.92;No;79;3.993943661971831;1.0;148.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.73;3.66;Si;42;3.71;3.0;83.0;6.0
Masculino;Soltero(a);Discapacidad Sensorial - Baja Visión;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.9;4.42;No;80;4.363857142857143;0.0;147.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.69;3.67;No;84;3.717162162162162;6.0;155.0;9.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.63;3.16;No;73;3.8236619718309854;0.0;178.0;10.0
Masculino;Soltero(a);Ninguna;Bolívar;contaduría pública;contaduría pública;2;4.02;4.08;Si;47;4.290697674418604;0.0;103.0;7.0
Masculino;Soltero(a);Ninguna;Antioquia;contaduría pública;contaduría pública;2;3.43;3.54;No;72;3.990422535211267;4.0;181.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.94;3.72;No;73;4.206268656716418;0.0;167.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.88;3.7;No;70;4.054857142857143;0.0;176.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;4.21;3.84;No;71;4.322352941176471;0.0;173.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.94;3.52;No;70;3.883857142857143;0.0;176.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.74;3.77;No;73;4.075223880597015;0.0;167.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.69;3.49;No;72;4.031911764705883;0.0;170.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.89;3.71;No;71;4.240298507462687;0.0;172.0;10.0
Masculino;Soltero(a);Ninguna;Boyacá;contaduría pública;contaduría pública;2;3.84;3.56;No;74;3.974;1.0;176.0;10.0
Masculino;Soltero(a);Ninguna;Antioquia;contaduría pública;contaduría pública;2;3.67;3.47;No;72;3.9315942028985504;1.0;176.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.87;3.6;No;74;3.901304347826087;1.0;173.0;10.0
Masculino;Soltero(a);Ninguna;Boyacá;contaduría pública;contaduría pública;2;3.83;3.47;No;72;4.053285714285715;1.0;176.0;10.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.93;3.05;No;56;3.8518;1.0;118.0;5.0
Masculino;Soltero(a);Ninguna;Bogotá D.C.;gobierno y relaciones internacionales;finanzas, gobierno y relaciones internacionales;2;3.72;3.89;Si;25;3.843809523809524;0.0;46.0;4.0
